CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
10/15/2015,23:00:00,5D,2100 W PATAPSCO AVE,BURGLARY,,923,SOUTHERN,Lakeland,"(39.251060000000, -76.644830000000)",1
10/15/2015,22:30:00,3K,800 WASHINGTON BLVD,ROBBERY - RESIDENCE,,932,SOUTHERN,Washington Village/Pigtow,"(39.282890000000, -76.630530000000)",1
10/15/2015,22:30:00,3P,800 WASHINGTON BLVD,ROBBERY - STREET,,932,SOUTHERN,Washington Village/Pigtow,"(39.282890000000, -76.630530000000)",1
10/15/2015,22:30:00,6E,900 N EDEN ST,LARCENY,,313,EASTERN,Gay Street,"(39.300930000000, -76.599270000000)",1
10/15/2015,22:07:00,5A,900 STILES ST,BURGLARY,,211,SOUTHEASTERN,Little Italy,"(39.287000000000, -76.601920000000)",1
10/15/2015,21:30:00,4E,500 S BOND ST,COMMON ASSAULT,,213,SOUTHEASTERN,Fells Point,"(39.285160000000, -76.595380000000)",1
10/15/2015,21:30:00,6D,500 ANNABEL AVE,LARCENY FROM AUTO,,913,SOUTHERN,Brooklyn,"(39.237740000000, -76.602880000000)",1
10/15/2015,21:00:00,4E,2500 ASHLAND AVE,COMMON ASSAULT,,323,EASTERN,Milton-Montford,"(39.301000000000, -76.581970000000)",1
10/15/2015,21:00:00,6D,DR & E CROMWELL ST,LARCENY FROM AUTO,,943,SOUTHERN,Port Covington,"(39.262300000000, -76.613400000000)",1
10/15/2015,20:00:00,4E,400 GUSRYAN ST,COMMON ASSAULT,,241,SOUTHEASTERN,Bayview,"(39.288780000000, -76.540930000000)",1
10/15/2015,19:30:00,4E,1400 E BIDDLE ST,COMMON ASSAULT,,343,EASTERN,Oliver,"(39.304130000000, -76.599400000000)",1
10/15/2015,19:25:00,6C,3800 E LOMBARD ST,LARCENY,,223,SOUTHEASTERN,Baltimore Highlands,"(39.291500000000, -76.565520000000)",1
10/15/2015,18:40:00,5A,2100 WILHELM ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.283510000000, -76.650620000000)",1
10/15/2015,18:03:00,6G,1600 ELMTREE ST,LARCENY,,911,SOUTHERN,Curtis Bay,"(39.224570000000, -76.587790000000)",1
10/15/2015,18:00:00,6B,100 N EUTAW ST,LARCENY,,111,CENTRAL,Downtown,"(39.290470000000, -76.621030000000)",1
10/15/2015,18:00:00,6D,1300 EUTAW PL,LARCENY FROM AUTO,,132,CENTRAL,Madison Park,"(39.303880000000, -76.626330000000)",1
10/15/2015,18:00:00,6E,3900 VERO RD,LARCENY,,832,SOUTHWESTERN,,"(39.258700000000, -76.678470000000)",1
10/15/2015,17:39:00,4A,900 N PAYSON ST,AGG. ASSAULT,FIREARM,722,WESTERN,Bridgeview/Greenlawn,"(39.299180000000, -76.649320000000)",1
10/15/2015,17:15:00,6J,2700 WASHINGTON BLVD,LARCENY,,831,SOUTHWESTERN,Morrell Park,"(39.264490000000, -76.654930000000)",1
10/15/2015,17:00:00,6D,1000 N WASHINGTON ST,LARCENY FROM AUTO,,322,EASTERN,Middle East,"(39.302480000000, -76.589880000000)",1
10/15/2015,16:40:00,3AJF,900 BENNETT PL,ROBBERY - CARJACKING,FIREARM,713,WESTERN,Harlem Park,"(39.295050000000, -76.632500000000)",1
10/15/2015,16:30:00,6G,600 N WOLFE ST,LARCENY,,321,EASTERN,Dunbar-Broadway,"(39.297580000000, -76.590870000000)",1
10/15/2015,16:00:00,4F,1400 EDMONDSON AVE,ASSAULT BY THREAT,,713,WESTERN,Harlem Park,"(39.295360000000, -76.640120000000)",1
10/15/2015,1527,1F,700 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Oldtown,"(39.298340000000, -76.599180000000)",1
10/15/2015,1527,9S,700 N EDEN ST,SHOOTING,FIREARM,313,EASTERN,Oldtown,"(39.298340000000, -76.599180000000)",1
10/15/2015,15:25:00,6D,2200 E BIDDLE ST,LARCENY FROM AUTO,,331,EASTERN,Broadway East,"(39.304630000000, -76.586800000000)",1
10/15/2015,15:20:00,6C,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277050000000, -76.566940000000)",1
10/15/2015,15:15:00,6J,0 S REGESTER ST,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.291020000000, -76.592690000000)",1
10/15/2015,15:13:00,6B,1000 MCCULLOH ST,LARCENY,,123,CENTRAL,Upton,"(39.300180000000, -76.624890000000)",1
10/15/2015,15:00:00,4F,900 S HANOVER ST,ASSAULT BY THREAT,,941,SOUTHERN,Sharp-Leadenhall,"(39.278330000000, -76.615670000000)",1
10/15/2015,15:00:00,5A,1200 MYRTLE AVE,BURGLARY,,123,CENTRAL,Upton,"(39.298520000000, -76.632050000000)",1
10/15/2015,15:00:00,6D,0 EAST WEST ST,LARCENY FROM AUTO,,942,SOUTHERN,Federal Hill,"(39.275790000000, -76.613730000000)",1
10/15/2015,15:00:00,7C,1100 EDWIGHT CT,AUTO THEFT,,913,SOUTHERN,Brooklyn,"(39.228410000000, -76.596570000000)",1
10/15/2015,14:45:00,6J,900 N FREMONT AVE,LARCENY,,743,WESTERN,Sandtown-Winchester,"(39.299240000000, -76.634570000000)",1
10/15/2015,14:30:00,6D,1300 N STRICKER ST,LARCENY FROM AUTO,,743,WESTERN,Sandtown-Winchester,"(39.303660000000, -76.641850000000)",1
10/15/2015,14:20:00,6J,400 W REDWOOD ST,LARCENY,,111,CENTRAL,Downtown,"(39.288610000000, -76.621260000000)",1
10/15/2015,14:10:00,6J,BALTIMORE ST & N HOWARD ST,LARCENY,,111,CENTRAL,Downtown,"(39.289350000000, -76.619450000000)",1
10/15/2015,13:58:00,8H,WY & EVANS WY,ARSON,FIRE,433,NORTHEASTERN,Armistead Gardens,"(39.304730000000, -76.544960000000)",1
10/15/2015,13:24:52,2A,0 N HIGHLAND AVE,RAPE,OTHER,223,SOUTHEASTERN,Baltimore Highlands,"(39.293210000000, -76.569430000000)",1
10/15/2015,13:17:30,2A,1400 MULLIKIN CT,RAPE,OTHER,212,SOUTHEASTERN,Dunbar-Broadway,"(39.294410000000, -76.598830000000)",1
10/15/2015,13:07:00,6C,100 S BROADWAY,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.290210000000, -76.593740000000)",1
10/15/2015,13:00:00,6D,1000 CHARLES ST,LARCENY FROM AUTO,,141,CENTRAL,Mid-Town Belvedere,"(39.301210000000, -76.615940000000)",1
10/15/2015,12:15:00,4A,600 E PRATT ST,AGG. ASSAULT,FIREARM,112,CENTRAL,Inner Harbor,"(39.286710000000, -76.607680000000)",1
10/15/2015,12:15:00,6J,600 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286710000000, -76.607680000000)",1
10/15/2015,12:00:00,6J,2800 OLD WEST FRANKLIN ST,LARCENY,,842,SOUTHWESTERN,Penrose/Fayette Street Ou,"(39.293190000000, -76.663890000000)",1
10/15/2015,11:50:00,3B,0 S HOWARD ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.288860000000, -76.619370000000)",1
10/15/2015,11:30:00,5C,500 N BELNORD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.297340000000, -76.578690000000)",1
10/15/2015,11:25:00,6C,3800 E LOMBARD ST,LARCENY,,223,SOUTHEASTERN,Baltimore Highlands,"(39.291500000000, -76.565520000000)",1
10/15/2015,11:02:00,4E,2300 W FAYETTE ST,COMMON ASSAULT,,714,WESTERN,Penrose/Fayette Street Ou,"(39.289300000000, -76.653000000000)",1
10/15/2015,11:00:00,6B,700 N WOODINGTON RD,LARCENY,,822,SOUTHWESTERN,Rognel Heights,"(39.295610000000, -76.686070000000)",1
10/15/2015,11:00:00,6J,700 N WOODINGTON RD,LARCENY,,822,SOUTHWESTERN,Rognel Heights,"(39.295610000000, -76.686070000000)",1
10/15/2015,10:00:00,4E,100 N CALVERT ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.290590000000, -76.612230000000)",1
10/15/2015,09:50:00,6D,4500 EDMONDSON AVE,LARCENY FROM AUTO,,822,SOUTHWESTERN,Uplands,"(39.293350000000, -76.691130000000)",1
10/15/2015,09:45:00,6G,600 N HIGHLAND AVE,LARCENY,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298740000000, -76.569860000000)",1
10/15/2015,08:40:00,4E,5500 O''DONNELL ST,COMMON ASSAULT,,233,SOUTHEASTERN,Medford,"(39.281200000000, -76.548760000000)",1
10/15/2015,08:35:00,4E,1200 BROENING HWY,COMMON ASSAULT,,233,SOUTHEASTERN,Medford,"(39.279780000000, -76.543640000000)",1
10/15/2015,08:05:00,6D,LINWOOD AV & FOSTER AV,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.284240000000, -76.575680000000)",1
10/15/2015,08:00:00,5C,0 N CURLEY ST,BURGLARY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.292870000000, -76.575480000000)",1
10/15/2015,06:00:00,7A,0 S MORLEY ST,AUTO THEFT,,842,SOUTHWESTERN,Saint Josephs,"(39.285770000000, -76.675030000000)",1
10/15/2015,05:30:00,4C,800 SEAGULL AVE,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,"(39.245880000000, -76.620380000000)",1
10/15/2015,04:00:00,5D,3300 ANNAPOLIS RD,BURGLARY,,922,SOUTHERN,Cherry Hill,"(39.248820000000, -76.639840000000)",1
10/15/2015,04:00:00,6J,400 FONTHILL AVE,LARCENY,,832,SOUTHWESTERN,Gwynns Falls,"(39.278710000000, -76.663490000000)",1
10/15/2015,03:00:00,4C,500 E BALTIMORE ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.289810000000, -76.608820000000)",1
10/15/2015,03:00:00,4E,500 E BALTIMORE ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.289810000000, -76.608820000000)",1
10/15/2015,01:30:00,4E,0 E PRESTON ST,COMMON ASSAULT,,141,CENTRAL,Mid-Town Belvedere,"(39.304540000000, -76.615790000000)",1
10/15/2015,01:02:00,4E,2400 E MONUMENT ST,COMMON ASSAULT,,221,EASTERN,McElderry Park,"(39.298800000000, -76.582760000000)",1
10/15/2015,01:00:00,4D,2700 ASHLAND AVE,AGG. ASSAULT,HANDS,323,EASTERN,Madison-Eastend,"(39.301100000000, -76.579500000000)",1
10/15/2015,00:50:00,4B,0 S GILMOR ST,AGG. ASSAULT,KNIFE,711,SOUTHERN,Franklin Square,"(39.288250000000, -76.642340000000)",1
10/15/2015,00:35:00,7A,2800 HERKIMER ST,AUTO THEFT,,831,SOUTHWESTERN,Morrell Park,"(39.264800000000, -76.658230000000)",1
10/15/2015,00:04:00,4E,700 N GRANTLEY ST,COMMON ASSAULT,,844,SOUTHWESTERN,Edgewood,"(39.296470000000, -76.676240000000)",1
10/15/2015,00:00:00,4F,2100 HOLLINS ST,ASSAULT BY THREAT,,842,SOUTHWESTERN,Boyd-Booth,"(39.287010000000, -76.650610000000)",1
10/15/2015,00:00:00,6D,800 N PATTERSON PARK AVE,LARCENY FROM AUTO,,321,EASTERN,Middle East,"(39.299950000000, -76.585240000000)",1
10/16/2015,23:51:18,2A,3700 KOPPERS ST,RAPE,OTHER,832,SOUTHWESTERN,Violetville,"(39.261170000000, -76.670770000000)",1
10/16/2015,23:40:00,3AF,1700 ALICEANNA ST,ROBBERY - STREET,FIREARM,213,SOUTHEASTERN,Fells Point,"(39.283570000000, -76.593080000000)",1
10/16/2015,23:40:00,3AF,1700 ALICEANNA ST,ROBBERY - STREET,FIREARM,213,SOUTHEASTERN,Fells Point,"(39.283570000000, -76.593080000000)",1
10/16/2015,23:30:00,7A,2200 W LAFAYETTE AVE,AUTO THEFT,,722,WESTERN,Midtown-Edmondson,"(39.298520000000, -76.653130000000)",1
10/16/2015,23:00:00,5A,300 S ANN ST,BURGLARY,,212,SOUTHEASTERN,Upper Fells Point,"(39.287200000000, -76.591530000000)",1
10/16/2015,23:00:00,6D,2600 SAINT BENEDICT ST,LARCENY FROM AUTO,,841,SOUTHWESTERN,Millhill,"(39.279940000000, -76.656510000000)",1
10/16/2015,23:00:00,7A,400 GRUNDY ST,AUTO THEFT,,231,SOUTHEASTERN,Highlandtown,"(39.287620000000, -76.563440000000)",1
10/16/2015,22:25:00,4E,200 S BROADWAY,COMMON ASSAULT,,213,SOUTHEASTERN,Fells Point,"(39.288490000000, -76.593620000000)",1
10/16/2015,22:10:00,5B,5300 JAMESTOWNE CT,BURGLARY,,823,SOUTHWESTERN,Westgate,"(39.283560000000, -76.707840000000)",1
10/16/2015,21:53:00,6C,4500 EDMONDSON AVE,LARCENY,,822,SOUTHWESTERN,Rognel Heights,"(39.293500000000, -76.692660000000)",1
10/16/2015,21:28:00,5D,1800 S HANOVER ST,BURGLARY,,943,SOUTHERN,South Baltimore,"(39.269240000000, -76.615080000000)",1
10/16/2015,21:00:00,5D,5300 ERDMAN AVE,BURGLARY,,333,NORTHEASTERN,Orangeville,"(39.304170000000, -76.555400000000)",1
10/16/2015,21:00:00,6D,2700 PULASKI HWY,LARCENY FROM AUTO,,221,SOUTHEASTERN,McElderry Park,"(39.294790000000, -76.578800000000)",1
10/16/2015,21:00:00,6G,800 S BETHEL ST,LARCENY,,213,SOUTHEASTERN,Fells Point,"(39.282440000000, -76.594220000000)",1
10/16/2015,20:50:00,6J,500 S BROADWAY,LARCENY,,213,SOUTHEASTERN,Fells Point,"(39.285420000000, -76.593440000000)",1
10/16/2015,20:30:00,5A,0 W WEST ST,BURGLARY,,942,SOUTHERN,Federal Hill,"(39.275630000000, -76.615020000000)",1
10/16/2015,20:00:00,5D,1700 ALICEANNA ST,BURGLARY,,213,SOUTHEASTERN,Fells Point,"(39.283590000000, -76.592470000000)",1
10/16/2015,20:00:00,6D,1300 BANK ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Little Italy,"(39.286380000000, -76.599190000000)",1
10/16/2015,20:00:00,6E,500 N BELNORD AVE,LARCENY,,221,SOUTHEASTERN,McElderry Park,"(39.297430000000, -76.578700000000)",1
10/16/2015,20:00:00,6G,700 W OSTEND ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtow,"(39.277810000000, -76.628710000000)",1
10/16/2015,19:30:00,6E,0 N MONTFORD AVE,LARCENY,,221,SOUTHEASTERN,Patterson Place,"(39.292400000000, -76.583280000000)",1
10/16/2015,19:16:00,3B,200 E LOMBARD ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.287830000000, -76.611800000000)",1
10/16/2015,19:00:00,7A,1200 GLYNDON AVE,AUTO THEFT,,932,SOUTHERN,Washington Village/Pigtow,"(39.282240000000, -76.636280000000)",1
10/16/2015,18:15:00,4C,1100 N FREMONT AVE,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,"(39.301690000000, -76.635930000000)",1
10/16/2015,18:11:00,5A,1200 ASHLAND AVE,BURGLARY,,312,EASTERN,Oldtown,"(39.300200000000, -76.601250000000)",1
10/16/2015,18:00:00,5A,500 S BENTALOU ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.281160000000, -76.652350000000)",1
10/16/2015,18:00:00,6C,100 E BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,"(39.289590000000, -76.612860000000)",1
10/16/2015,18:00:00,6E,1400 POPLAR GROVE ST,LARCENY,,813,SOUTHWESTERN,Northwest Community Actio,"(39.303680000000, -76.665490000000)",1
10/16/2015,17:44:00,6J,1300 S CHARLES ST,LARCENY,,942,SOUTHERN,South Baltimore,"(39.274020000000, -76.614150000000)",1
10/16/2015,17:30:00,6C,300 N CHARLES ST,LARCENY,,111,CENTRAL,Downtown,"(39.292480000000, -76.615380000000)",1
10/16/2015,17:00:00,6D,400 S CAROLINE ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,"(39.286350000000, -76.596860000000)",1
10/16/2015,17:00:00,6E,0 S CENTRAL AVE,LARCENY,,212,SOUTHEASTERN,Washington Hill,"(39.291130000000, -76.599470000000)",1
10/16/2015,17:00:00,6F,1700 S HANOVER ST,LARCENY,,942,SOUTHERN,South Baltimore,"(39.270190000000, -76.615150000000)",1
10/16/2015,17:00:00,6J,200 PENN ST,LARCENY,,941,SOUTHERN,Ridgely's Delight,"(39.286050000000, -76.625900000000)",1
10/16/2015,1608,1F,900 PENNSYLVANIA AV,HOMICIDE,FIREARM,121,CENTRAL,Heritage Crossing,"(39.296920000000, -76.626530000000)",1
10/16/2015,16:30:00,6J,800 S EAST AVE,LARCENY,,232,SOUTHEASTERN,Canton,"(39.282960000000, -76.571340000000)",1
10/16/2015,16:17:00,6D,3600 2ND ST,LARCENY FROM AUTO,,913,SOUTHERN,Brooklyn,"(39.237620000000, -76.608910000000)",1
10/16/2015,16:00:00,7A,1600 BANK ST,AUTO THEFT,,211,SOUTHEASTERN,Perkins Homes,"(39.286580000000, -76.594720000000)",1
10/16/2015,1524,1F,900 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Oldtown,"(39.300360000000, -76.599310000000)",1
10/16/2015,15:50:00,3AF,3300 ESTHER PL,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.294240000000, -76.570410000000)",1
10/16/2015,15:50:00,3AF,3300 ESTHER PL,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.294240000000, -76.570410000000)",1
10/16/2015,15:35:00,6C,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277050000000, -76.566940000000)",1
10/16/2015,14:30:00,6C,600 N CAROLINE ST,LARCENY,,321,EASTERN,Dunbar-Broadway,"(39.297320000000, -76.597500000000)",1
10/16/2015,14:15:00,6C,100 E REDWOOD ST,LARCENY,,111,CENTRAL,Downtown,"(39.288860000000, -76.613610000000)",1
10/16/2015,14:10:00,4E,400 S AUGUSTA AVE,COMMON ASSAULT,,833,SOUTHWESTERN,Irvington,"(39.279390000000, -76.684470000000)",1
10/16/2015,14:10:00,4E,400 S AUGUSTA AVE,COMMON ASSAULT,,833,SOUTHWESTERN,Irvington,"(39.279390000000, -76.684470000000)",1
10/16/2015,14:00:00,6D,700 N CASTLE ST,LARCENY FROM AUTO,,321,EASTERN,Middle East,"(39.298690000000, -76.588740000000)",1
10/16/2015,13:15:00,6G,2500 W LAFAYETTE AVE,LARCENY,,723,WESTERN,Bridgeview/Greenlawn,"(39.298420000000, -76.657400000000)",1
10/16/2015,13:02:00,4A,500 N LAKEWOOD AVE,AGG. ASSAULT,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.297000000000, -76.579390000000)",1
10/16/2015,12:52:00,4A,3800 FLOWERTON RD,AGG. ASSAULT,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.298680000000, -76.680560000000)",1
10/16/2015,12:45:00,4E,3000 NORMOUNT CT,COMMON ASSAULT,,813,SOUTHWESTERN,Rosemont,"(39.302680000000, -76.668180000000)",1
10/16/2015,11:15:00,4E,300 S SPRING CT,COMMON ASSAULT,,213,SOUTHEASTERN,Fells Point,"(39.286240000000, -76.597630000000)",1
10/16/2015,11:09:00,3B,3300 MCELDERRY ST,ROBBERY - STREET,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298150000000, -76.570640000000)",1
10/16/2015,11:05:00,6J,0 N CHARLES ST,LARCENY,,111,CENTRAL,Downtown,"(39.290120000000, -76.615150000000)",1
10/16/2015,11:00:00,7A,4100 POTTER ST,AUTO THEFT,,833,SOUTHWESTERN,Irvington,"(39.278090000000, -76.683830000000)",1
10/16/2015,10:55:00,3D,4600 EDMONDSON AVE,ROBBERY - COMMERCIAL,,822,SOUTHWESTERN,Hunting Ridge,"(39.293390000000, -76.695590000000)",1
10/16/2015,10:30:00,5A,2500 WASHINGTON BLVD,BURGLARY,,831,SOUTHWESTERN,Morrell Park,"(39.266220000000, -76.653010000000)",1
10/16/2015,10:30:00,5A,100 S EAST AVE,BURGLARY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.290930000000, -76.571840000000)",1
10/16/2015,10:00:00,6C,2400 BOSTON ST,LARCENY,,232,SOUTHEASTERN,Canton,"(39.281850000000, -76.582270000000)",1
10/16/2015,09:40:00,4E,2500 S PACA ST,COMMON ASSAULT,,921,SOUTHERN,Mount Winans,"(39.263130000000, -76.645100000000)",1
10/16/2015,09:40:00,4E,2500 S PACA ST,COMMON ASSAULT,,921,SOUTHERN,Mount Winans,"(39.263130000000, -76.645100000000)",1
10/16/2015,08:45:00,7A,0 W WEST ST,AUTO THEFT,,942,SOUTHERN,Sharp-Leadenhall,"(39.275470000000, -76.616430000000)",1
10/16/2015,08:15:00,7A,1500 LESTER MORTON CT,AUTO THEFT,,313,EASTERN,Gay Street,"(39.298730000000, -76.597160000000)",1
10/16/2015,08:02:00,4D,500 MAUDE AVE,AGG. ASSAULT,HANDS,913,SOUTHERN,Brooklyn,"(39.238750000000, -76.602160000000)",1
10/16/2015,08:00:00,5A,100 N LUZERNE AVE,BURGLARY,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293680000000, -76.580570000000)",1
10/16/2015,07:00:00,6D,1600 WHETSTONE WAY,LARCENY FROM AUTO,,943,SOUTHERN,Locust Point Industrial A,"(39.269270000000, -76.599510000000)",1
10/16/2015,06:58:00,4E,900 LYNDHURST ST,COMMON ASSAULT,,844,SOUTHWESTERN,Edmondson Village,"(39.298000000000, -76.681450000000)",1
10/16/2015,06:00:00,4B,4600 EDMONDSON AVE,AGG. ASSAULT,KNIFE,822,SOUTHWESTERN,Hunting Ridge,"(39.293440000000, -76.694340000000)",1
10/16/2015,06:00:00,7C,500 N BOULDIN ST,AUTO THEFT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.297240000000, -76.571430000000)",1
10/16/2015,05:00:00,7A,1200 BAYLIS ST,AUTO THEFT,,232,SOUTHEASTERN,Canton,"(39.279400000000, -76.567660000000)",1
10/16/2015,03:00:00,3B,800 SAINT PAUL ST,ROBBERY - STREET,,142,CENTRAL,Mount Vernon,"(39.298720000000, -76.614170000000)",1
10/16/2015,01:44:00,3CO,2300 ORLEANS ST,ROBBERY - COMMERCIAL,OTHER,221,SOUTHEASTERN,Patterson Place,"(39.295530000000, -76.583960000000)",1
10/16/2015,01:38:00,4E,1000 ASHLAND CT,COMMON ASSAULT,,312,EASTERN,Oldtown,"(39.300190000000, -76.603410000000)",1
10/16/2015,00:55:00,7B,1200 MCCULLOH ST,AUTO THEFT,,123,CENTRAL,Upton,"(39.301970000000, -76.627090000000)",1
10/16/2015,00:45:00,7A,100 N PATTERSON PARK AVE,AUTO THEFT,,212,SOUTHEASTERN,Butcher's Hill,"(39.293090000000, -76.584810000000)",1
10/16/2015,00:16:00,4E,1500 CYPRESS ST,COMMON ASSAULT,,911,SOUTHERN,Curtis Bay,"(39.223690000000, -76.589780000000)",1
10/16/2015,00:00:00,6D,100 S HAVEN ST,LARCENY FROM AUTO,,223,SOUTHEASTERN,Baltimore Highlands,"(39.291160000000, -76.562750000000)",1
10/16/2015,00:00:00,6E,2300 FREDERICK AVE,LARCENY,,842,SOUTHWESTERN,Shipley Hill,"(39.284440000000, -76.653920000000)",1
10/17/2015,23:30:00,6D,3200 HUDSON ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.282400000000, -76.571200000000)",1
10/17/2015,23:01:00,4E,2500 MARBOURNE AVE,COMMON ASSAULT,,923,SOUTHERN,Lakeland,"(39.254030000000, -76.649740000000)",1
10/17/2015,23:00:00,5A,200 S CENTRAL AVE,BURGLARY,,212,SOUTHEASTERN,Washington Hill,"(39.288320000000, -76.599360000000)",1
10/17/2015,23:00:00,6D,3800 COLBORNE RD,LARCENY FROM AUTO,,844,SOUTHWESTERN,Edmondson Village,"(39.297880000000, -76.680560000000)",1
10/17/2015,23:00:00,6D,600 S CONKLING ST,LARCENY FROM AUTO,,233,SOUTHEASTERN,Brewers Hill,"(39.285290000000, -76.567030000000)",1
10/17/2015,21:30:00,6D,3200 LEVERTON AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.291890000000, -76.571400000000)",1
10/17/2015,21:16:00,5A,300 S PULASKI ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.283490000000, -76.649850000000)",1
10/17/2015,21:15:00,3B,100 S CULVER ST,ROBBERY - STREET,,842,SOUTHWESTERN,Saint Josephs,"(39.284970000000, -76.678560000000)",1
10/17/2015,21:00:00,6D,500 COLLEEN RD,LARCENY FROM AUTO,,833,SOUTHWESTERN,Yale Heights,"(39.277960000000, -76.695650000000)",1
10/17/2015,21:00:00,7A,600 N PAYSON ST,AUTO THEFT,,722,WESTERN,Midtown-Edmondson,"(39.295400000000, -76.649110000000)",1
10/17/2015,20:17:00,6C,200 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286590000000, -76.612040000000)",1
10/17/2015,20:10:00,4E,600 N LUZERNE AVE,COMMON ASSAULT,,221,SOUTHEASTERN,McElderry Park,"(39.298190000000, -76.580870000000)",1
10/17/2015,20:10:00,5A,600 N LUZERNE AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,"(39.298190000000, -76.580870000000)",1
10/17/2015,20:04:00,4E,500 BRIDGEVIEW RD,COMMON ASSAULT,,922,SOUTHERN,Cherry Hill,"(39.249900000000, -76.621170000000)",1
10/17/2015,1913,1F,1200 N DECKER AV,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.305210000000, -76.574950000000)",1
10/17/2015,19:35:00,5A,700 N LAKEWOOD AVE,BURGLARY,,323,EASTERN,Madison-Eastend,"(39.299430000000, -76.579470000000)",1
10/17/2015,19:30:00,4A,0 CHERRY HILL RD,AGG. ASSAULT,FIREARM,922,SOUTHERN,Middle Branch/Reedbird Pa,"(39.252950000000, -76.616080000000)",1
10/17/2015,19:18:00,3AF,4100 HAGUE AVE,ROBBERY - STREET,FIREARM,913,SOUTHERN,Brooklyn,"(39.228170000000, -76.602020000000)",1
10/17/2015,19:10:00,4A,2700 PORT COVINGTON DR,AGG. ASSAULT,FIREARM,943,SOUTHERN,Port Covington,"(39.260620000000, -76.608860000000)",1
10/17/2015,19:10:00,4F,400 N ELLWOOD AVE,ASSAULT BY THREAT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.296400000000, -76.573580000000)",1
10/17/2015,19:00:00,5A,1200 SARGEANT ST,BURGLARY,,932,SOUTHERN,Washington Village/Pigtow,"(39.281400000000, -76.635320000000)",1
10/17/2015,19:00:00,5F,600 S SMALLWOOD ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.280010000000, -76.650070000000)",1
10/17/2015,19:00:00,6E,1000 HUNTER ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,"(39.301840000000, -76.612460000000)",1
10/17/2015,19:00:00,7A,3300 MCELDERRY ST,AUTO THEFT,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298140000000, -76.570830000000)",1
10/17/2015,19:00:00,7A,3400 E LOMBARD ST,AUTO THEFT,,223,SOUTHEASTERN,Baltimore Highlands,"(39.291360000000, -76.569160000000)",1
10/17/2015,18:25:00,6J,3700 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277100000000, -76.565380000000)",1
10/17/2015,18:15:00,6F,400 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286680000000, -76.609800000000)",1
10/17/2015,18:00:00,6E,5300 PENNINGTON AVE,LARCENY,,911,SOUTHERN,Curtis Bay,"(39.217640000000, -76.587800000000)",1
